ID,SPECIES,TIMEad,HOUR,KG_HR,DAYS,KG_HR_DAY
4,GRMA,6:50:00,6.83,0,56,0.000000
4,GRMA,6:55:00,6.92,0,56,0.000000
4,GRMA,7:00:00,7.00,0,56,0.000000
4,GRMA,7:05:00,7.08,0,56,0.000000
4,GRMA,7:10:00,7.17,0,56,0.000000
4,GRMA,7:15:00,7.25,0,56,0.000000
4,GRMA,7:20:00,7.33,0,56,0.000000
4,GRMA,7:25:00,7.42,0,56,0.000000
4,GRMA,7:30:00,7.50,0,56,0.000000
4,GRMA,7:35:00,7.58,0,56,0.000000
4,GRMA,7:40:00,7.67,0,56,0.000000
4,GRMA,7:45:00,7.75,0,56,0.000000
4,GRMA,7:50:00,7.83,0,56,0.000000
4,GRMA,7:55:00,7.92,0,56,0.000000
4,GRMA,8:00:00,8.00,0,55,0.000000
4,GRMA,8:05:00,8.08,0,55,0.000000
4,GRMA,8:10:00,8.17,0,55,0.000000
4,GRMA,8:15:00,8.25,0,55,0.000000
4,GRMA,8:20:00,8.33,0,55,0.000000
4,GRMA,8:25:00,8.42,0,55,0.000000
4,GRMA,8:30:00,8.50,0,55,0.000000
4,GRMA,8:35:00,8.58,0,55,0.000000
4,GRMA,8:40:00,8.67,0,55,0.000000
4,GRMA,8:45:00,8.75,0,55,0.000000
4,GRMA,8:50:00,8.83,0,55,0.000000
4,GRMA,8:55:00,8.92,0,55,0.000000
4,GRMA,9:00:00,9.00,0,55,0.000000
4,GRMA,9:05:00,9.08,0,55,0.000000
4,GRMA,9:10:00,9.17,0,55,0.000000
4,GRMA,9:15:00,9.25,0,55,0.000000
4,GRMA,9:20:00,9.33,0,55,0.000000
4,GRMA,9:25:00,9.42,0,55,0.000000
4,GRMA,9:30:00,9.50,0,41,0.000000
4,GRMA,9:35:00,9.58,0.006666667,41,0.000163
4,GRMA,9:40:00,9.67,0,41,0.000000
4,GRMA,9:45:00,9.75,0,41,0.000000
4,GRMA,9:50:00,9.83,0,41,0.000000
4,GRMA,9:55:00,9.92,0,41,0.000000
4,GRMA,10:00:00,10.00,0.02,41,0.000488
4,GRMA,10:05:00,10.08,0,41,0.000000
4,GRMA,10:10:00,10.17,0,41,0.000000
4,GRMA,10:15:00,10.25,0,41,0.000000
4,GRMA,10:20:00,10.33,0,41,0.000000
4,GRMA,10:25:00,10.42,0,41,0.000000
4,GRMA,10:30:00,10.50,0,41,0.000000
4,GRMA,10:35:00,10.58,0,41,0.000000
4,GRMA,10:40:00,10.67,0,41,0.000000
4,GRMA,10:45:00,10.75,0,41,0.000000
4,GRMA,10:50:00,10.83,0,41,0.000000
4,GRMA,10:55:00,10.92,0,41,0.000000
4,GRMA,11:00:00,11.00,0,15,0.000000
4,GRMA,11:05:00,11.08,0,15,0.000000
4,GRMA,11:10:00,11.17,0,15,0.000000
4,GRMA,11:15:00,11.25,0,15,0.000000
4,GRMA,11:20:00,11.33,0,15,0.000000
4,GRMA,11:25:00,11.42,0,15,0.000000
4,GRMA,11:30:00,11.50,0,15,0.000000
4,GRMA,11:35:00,11.58,0,15,0.000000
4,GRMA,11:40:00,11.67,0,15,0.000000
4,GRMA,11:45:00,11.75,0,15,0.000000
4,GRMA,11:50:00,11.83,0,15,0.000000
4,GRMA,11:55:00,11.92,0,15,0.000000
4,GRMA,12:00:00,12.00,0,0,0.000000
5,YCPA,0:00:00,0.00,0,0,0.000000
5,YCPA,0:05:00,0.08,0,0,0.000000
5,YCPA,0:10:00,0.17,0,0,0.000000
5,YCPA,0:15:00,0.25,0,0,0.000000
5,YCPA,0:20:00,0.33,0,0,0.000000
5,YCPA,0:25:00,0.42,1.445,0,0.000000
5,YCPA,0:30:00,0.50,5.9925,79,0.075854
5,YCPA,0:35:00,0.58,26.6475,79,0.337310
5,YCPA,0:40:00,0.67,40.97,79,0.518608
5,YCPA,0:45:00,0.75,41.65,79,0.527215
5,YCPA,0:50:00,0.83,32.7675,79,0.414778
5,YCPA,0:55:00,0.92,26.0695,79,0.329994
5,YCPA,1:00:00,1.00,13.056,79,0.165266
5,YCPA,1:05:00,1.08,10.965,79,0.138797
5,YCPA,1:10:00,1.17,7.14,79,0.090380
5,YCPA,1:15:00,1.25,6.035,79,0.076392
5,YCPA,1:20:00,1.33,2.6775,79,0.033892
5,YCPA,1:25:00,1.42,1.8275,79,0.023133
5,YCPA,1:30:00,1.50,0.935,79,0.011835
5,YCPA,1:35:00,1.58,0.2975,79,0.003766
5,YCPA,1:40:00,1.67,0.0425,79,0.000538
5,YCPA,1:45:00,1.75,0,79,0.000000
5,YCPA,1:50:00,1.83,0,79,0.000000
5,YCPA,1:55:00,1.92,0,79,0.000000
5,YCPA,2:00:00,2.00,0,79,0.000000
5,YCPA,2:05:00,2.08,0,79,0.000000
5,YCPA,2:10:00,2.17,0,79,0.000000
5,YCPA,2:15:00,2.25,0,79,0.000000
5,YCPA,2:20:00,2.33,0,79,0.000000
5,YCPA,2:25:00,2.42,0,79,0.000000
5,YCPA,2:30:00,2.50,0,29,0.000000
5,YCPA,2:35:00,2.58,0,29,0.000000
5,YCPA,2:40:00,2.67,0,29,0.000000
5,YCPA,2:45:00,2.75,0,29,0.000000
5,YCPA,2:50:00,2.83,0,29,0.000000
5,YCPA,2:55:00,2.92,0,29,0.000000
5,YCPA,3:00:00,3.00,0,27,0.000000
5,YCPA,3:05:00,3.08,0,27,0.000000
5,YCPA,3:10:00,3.17,0,27,0.000000
5,YCPA,3:15:00,3.25,0,27,0.000000
5,YCPA,3:20:00,3.33,0,27,0.000000
5,YCPA,3:25:00,3.42,0,27,0.000000
5,YCPA,3:30:00,3.50,0,27,0.000000
5,YCPA,3:35:00,3.58,0,27,0.000000
5,YCPA,3:40:00,3.67,0,27,0.000000
5,YCPA,3:45:00,3.75,0,27,0.000000
5,YCPA,3:50:00,3.83,0,27,0.000000
5,YCPA,3:55:00,3.92,0,27,0.000000
5,YCPA,4:00:00,4.00,0,27,0.000000
5,YCPA,4:05:00,4.08,0,27,0.000000
5,YCPA,4:10:00,4.17,0,27,0.000000
5,YCPA,4:15:00,4.25,0,27,0.000000
5,YCPA,4:20:00,4.33,0,27,0.000000
5,YCPA,4:25:00,4.42,0,27,0.000000
5,YCPA,4:30:00,4.50,0,56,0.000000
5,YCPA,4:35:00,4.58,0,56,0.000000
5,YCPA,4:40:00,4.67,0,56,0.000000
5,YCPA,4:45:00,4.75,0,56,0.000000
5,YCPA,4:50:00,4.83,0,56,0.000000
5,YCPA,4:55:00,4.92,0,56,0.000000
5,YCPA,5:00:00,5.00,0,56,0.000000
5,YCPA,5:05:00,5.08,0,56,0.000000
5,YCPA,5:10:00,5.17,0,56,0.000000
5,YCPA,5:15:00,5.25,0,56,0.000000
5,YCPA,5:20:00,5.33,0,56,0.000000
5,YCPA,5:25:00,5.42,0,56,0.000000
5,YCPA,5:30:00,5.50,0,56,0.000000
5,YCPA,5:35:00,5.58,0,56,0.000000
5,YCPA,5:40:00,5.67,0,56,0.000000
5,YCPA,5:45:00,5.75,0,56,0.000000
5,YCPA,5:50:00,5.83,0,56,0.000000
5,YCPA,5:55:00,5.92,0,56,0.000000
5,YCPA,6:00:00,6.00,0,56,0.000000
5,YCPA,6:05:00,6.08,0,56,0.000000
5,YCPA,6:10:00,6.17,0,56,0.000000
5,YCPA,6:15:00,6.25,0,56,0.000000
5,YCPA,6:20:00,6.33,0,56,0.000000
5,YCPA,6:25:00,6.42,0,56,0.000000
5,YCPA,6:30:00,6.50,0,56,0.000000
5,YCPA,6:35:00,6.58,0,56,0.000000
5,YCPA,6:40:00,6.67,0,56,0.000000
5,YCPA,6:45:00,6.75,0,56,0.000000
5,YCPA,6:50:00,6.83,0,56,0.000000
5,YCPA,6:55:00,6.92,0,56,0.000000
5,YCPA,7:00:00,7.00,0,56,0.000000
5,YCPA,7:05:00,7.08,0,56,0.000000
5,YCPA,7:10:00,7.17,0,56,0.000000
5,YCPA,7:15:00,7.25,0,56,0.000000
5,YCPA,7:20:00,7.33,0,56,0.000000
5,YCPA,7:25:00,7.42,0,56,0.000000
5,YCPA,7:30:00,7.50,0,56,0.000000
5,YCPA,7:35:00,7.58,0,56,0.000000
5,YCPA,7:40:00,7.67,0,56,0.000000
5,YCPA,7:45:00,7.75,0,56,0.000000
5,YCPA,7:50:00,7.83,0,56,0.000000
5,YCPA,7:55:00,7.92,0,56,0.000000
5,YCPA,8:00:00,8.00,0,55,0.000000
5,YCPA,8:05:00,8.08,0,55,0.000000
5,YCPA,8:10:00,8.17,0,55,0.000000
5,YCPA,8:15:00,8.25,0,55,0.000000
5,YCPA,8:20:00,8.33,0,55,0.000000
5,YCPA,8:25:00,8.42,0,55,0.000000
5,YCPA,8:30:00,8.50,0,55,0.000000
5,YCPA,8:35:00,8.58,0,55,0.000000
5,YCPA,8:40:00,8.67,0,55,0.000000
5,YCPA,8:45:00,8.75,0,55,0.000000
5,YCPA,8:50:00,8.83,0,55,0.000000
5,YCPA,8:55:00,8.92,0,55,0.000000
5,YCPA,9:00:00,9.00,0,55,0.000000
5,YCPA,9:05:00,9.08,0,55,0.000000
5,YCPA,9:10:00,9.17,0,55,0.000000
5,YCPA,9:15:00,9.25,0,55,0.000000
5,YCPA,9:20:00,9.33,0,55,0.000000
5,YCPA,9:25:00,9.42,0,55,0.000000
5,YCPA,9:30:00,9.50,0,41,0.000000
5,YCPA,9:35:00,9.58,0,41,0.000000
5,YCPA,9:40:00,9.67,0,41,0.000000
5,YCPA,9:45:00,9.75,0,41,0.000000
5,YCPA,9:50:00,9.83,0,41,0.000000
5,YCPA,9:55:00,9.92,0,41,0.000000
5,YCPA,10:00:00,10.00,0,41,0.000000
5,YCPA,10:05:00,10.08,0,41,0.000000
5,YCPA,10:10:00,10.17,0,41,0.000000
5,YCPA,10:15:00,10.25,0,41,0.000000
5,YCPA,10:20:00,10.33,0,41,0.000000
5,YCPA,10:25:00,10.42,0,41,0.000000
5,YCPA,10:30:00,10.50,0,41,0.000000
5,YCPA,10:35:00,10.58,0,41,0.000000
5,YCPA,10:40:00,10.67,0,41,0.000000
5,YCPA,10:45:00,10.75,0,41,0.000000
5,YCPA,10:50:00,10.83,0,41,0.000000
5,YCPA,10:55:00,10.92,0,41,0.000000
5,YCPA,11:00:00,11.00,0,15,0.000000
5,YCPA,11:05:00,11.08,0,15,0.000000
5,YCPA,11:10:00,11.17,0,15,0.000000
5,YCPA,11:15:00,11.25,0,15,0.000000
5,YCPA,11:20:00,11.33,0,15,0.000000
5,YCPA,11:25:00,11.42,0,15,0.000000
5,YCPA,11:30:00,11.50,0,15,0.000000
5,YCPA,11:35:00,11.58,0,15,0.000000
5,YCPA,11:40:00,11.67,0,15,0.000000
5,YCPA,11:45:00,11.75,0,15,0.000000
5,YCPA,11:50:00,11.83,0,15,0.000000
5,YCPA,11:55:00,11.92,0,15,0.000000
5,YCPA,12:00:00,12.00,0,0,0.000000
6,SCMA,0:00:00,0.00,0,0,0.000000
6,SCMA,0:05:00,0.08,0,0,0.000000
6,SCMA,0:10:00,0.17,0,0,0.000000
6,SCMA,0:15:00,0.25,0,0,0.000000
6,SCMA,0:20:00,0.33,0,0,0.000000
6,SCMA,0:25:00,0.42,0,0,0.000000
6,SCMA,0:30:00,0.50,0.084583333,79,0.001071
6,SCMA,0:35:00,0.58,0.422916667,79,0.005353
6,SCMA,0:40:00,0.67,2.28375,79,0.028908
6,SCMA,0:45:00,0.75,2.28375,79,0.028908
6,SCMA,0:50:00,0.83,4.06,79,0.051392
6,SCMA,0:55:00,0.92,6.563666667,79,0.083084
6,SCMA,1:00:00,1.00,8.37375,79,0.105997
6,SCMA,1:05:00,1.08,8.12,79,0.102785
6,SCMA,1:10:00,1.17,10.23458333,79,0.129552
6,SCMA,1:15:00,1.25,13.11041667,79,0.165955
6,SCMA,1:20:00,1.33,11.75708333,79,0.148824
6,SCMA,1:25:00,1.42,5.497916667,79,0.069594
6,SCMA,1:30:00,1.50,4.905833333,79,0.062099
6,SCMA,1:35:00,1.58,3.214166667,79,0.040686
6,SCMA,1:40:00,1.67,2.368333333,79,0.029979
6,SCMA,1:45:00,1.75,1.860833333,79,0.023555
6,SCMA,1:50:00,1.83,0.338333333,79,0.004283
6,SCMA,1:55:00,1.92,0.25375,79,0.003212
6,SCMA,2:00:00,2.00,0.1015,79,0.001285
6,SCMA,2:05:00,2.08,0.270666667,79,0.003426
6,SCMA,2:10:00,2.17,0,79,0.000000
6,SCMA,2:15:00,2.25,0,79,0.000000
6,SCMA,2:20:00,2.33,0,79,0.000000
6,SCMA,2:25:00,2.42,0,79,0.000000
6,SCMA,2:30:00,2.50,0,29,0.000000
6,SCMA,2:35:00,2.58,0.118416667,29,0.004083
6,SCMA,2:40:00,2.67,0.25375,29,0.008750
6,SCMA,2:45:00,2.75,0.067666667,29,0.002333
6,SCMA,2:50:00,2.83,0,29,0.000000
6,SCMA,2:55:00,2.92,0,29,0.000000
6,SCMA,3:00:00,3.00,0.169166667,27,0.006265
6,SCMA,3:05:00,3.08,0.169166667,27,0.006265
6,SCMA,3:10:00,3.17,0.118416667,27,0.004386
6,SCMA,3:15:00,3.25,0,27,0.000000
6,SCMA,3:20:00,3.33,0,27,0.000000
6,SCMA,3:25:00,3.42,0.016916667,27,0.000627
6,SCMA,3:30:00,3.50,0.067666667,27,0.002506
6,SCMA,3:35:00,3.58,0,27,0.000000
6,SCMA,3:40:00,3.67,0,27,0.000000
6,SCMA,3:45:00,3.75,0,27,0.000000
6,SCMA,3:50:00,3.83,0,27,0.000000
6,SCMA,3:55:00,3.92,0,27,0.000000
6,SCMA,4:00:00,4.00,0,27,0.000000
6,SCMA,4:05:00,4.08,0,27,0.000000
6,SCMA,4:10:00,4.17,0,27,0.000000
6,SCMA,4:15:00,4.25,0,27,0.000000
6,SCMA,4:20:00,4.33,0,27,0.000000
6,SCMA,4:25:00,4.42,0,27,0.000000
6,SCMA,4:30:00,4.50,0.084583333,56,0.001510
6,SCMA,4:35:00,4.58,0.033833333,56,0.000604
6,SCMA,4:40:00,4.67,0.016916667,56,0.000302
6,SCMA,4:45:00,4.75,0.05075,56,0.000906
6,SCMA,4:50:00,4.83,0.084583333,56,0.001510
6,SCMA,4:55:00,4.92,0.084583333,56,0.001510
6,SCMA,5:00:00,5.00,0,56,0.000000
6,SCMA,5:05:00,5.08,0,56,0.000000
6,SCMA,5:10:00,5.17,0,56,0.000000
6,SCMA,5:15:00,5.25,0,56,0.000000
6,SCMA,5:20:00,5.33,0,56,0.000000
6,SCMA,5:25:00,5.42,0,56,0.000000
6,SCMA,5:30:00,5.50,0,56,0.000000
6,SCMA,5:35:00,5.58,0.338333333,56,0.006042
6,SCMA,5:40:00,5.67,0.169166667,56,0.003021
6,SCMA,5:45:00,5.75,0.016916667,56,0.000302
6,SCMA,5:50:00,5.83,0.1015,56,0.001812
6,SCMA,5:55:00,5.92,0.338333333,56,0.006042
6,SCMA,6:00:00,6.00,1.708583333,56,0.030510
6,SCMA,6:05:00,6.08,2.89275,56,0.051656
6,SCMA,6:10:00,6.17,1.97925,56,0.035344
6,SCMA,6:15:00,6.25,1.387166667,56,0.024771
6,SCMA,6:20:00,6.33,0.693583333,56,0.012385
6,SCMA,6:25:00,6.42,0,56,0.000000
6,SCMA,6:30:00,6.50,0,56,0.000000
6,SCMA,6:35:00,6.58,0.15225,56,0.002719
6,SCMA,6:40:00,6.67,0.219916667,56,0.003927
6,SCMA,6:45:00,6.75,0.642833333,56,0.011479
6,SCMA,6:50:00,6.83,0.45675,56,0.008156
6,SCMA,6:55:00,6.92,0.338333333,56,0.006042
6,SCMA,7:00:00,7.00,0.473666667,56,0.008458
6,SCMA,7:05:00,7.08,0.625916667,56,0.011177
6,SCMA,7:10:00,7.17,0.490583333,56,0.008760
6,SCMA,7:15:00,7.25,0.135333333,56,0.002417
6,SCMA,7:20:00,7.33,0.812,56,0.014500
6,SCMA,7:25:00,7.42,1.234916667,56,0.022052
6,SCMA,7:30:00,7.50,1.505583333,56,0.026885
6,SCMA,7:35:00,7.58,1.184166667,56,0.021146
6,SCMA,7:40:00,7.67,2.08075,56,0.037156
6,SCMA,7:45:00,7.75,1.77625,56,0.031719
6,SCMA,7:50:00,7.83,1.827,56,0.032625
6,SCMA,7:55:00,7.92,1.7255,56,0.030812
6,SCMA,8:00:00,8.00,0.609,55,0.011073
6,SCMA,8:05:00,8.08,0.406,55,0.007382
6,SCMA,8:10:00,8.17,0.9135,55,0.016609
6,SCMA,8:15:00,8.25,1.437916667,55,0.026144
6,SCMA,8:20:00,8.33,1.759333333,55,0.031988
6,SCMA,8:25:00,8.42,2.063833333,55,0.037524
6,SCMA,8:30:00,8.50,1.962333333,55,0.035679
6,SCMA,8:35:00,8.58,2.233,55,0.040600
6,SCMA,8:40:00,8.67,2.249916667,55,0.040908
6,SCMA,8:45:00,8.75,2.317583333,55,0.042138
6,SCMA,8:50:00,8.83,2.757416667,55,0.050135
6,SCMA,8:55:00,8.92,2.1315,55,0.038755
6,SCMA,9:00:00,9.00,1.810083333,55,0.032911
6,SCMA,9:05:00,9.08,1.082666667,55,0.019685
6,SCMA,9:10:00,9.17,1.099583333,55,0.019992
6,SCMA,9:15:00,9.25,2.503666667,55,0.045521
6,SCMA,9:20:00,9.33,2.605166667,55,0.047367
6,SCMA,9:25:00,9.42,2.097666667,55,0.038139
6,SCMA,9:30:00,9.50,1.77625,41,0.043323
6,SCMA,9:35:00,9.58,1.150333333,41,0.028057
6,SCMA,9:40:00,9.67,0.693583333,41,0.016917
6,SCMA,9:45:00,9.75,0.236833333,41,0.005776
6,SCMA,9:50:00,9.83,0.084583333,41,0.002063
6,SCMA,9:55:00,9.92,0.169166667,41,0.004126
6,SCMA,10:00:00,10.00,0.135333333,41,0.003301
6,SCMA,10:05:00,10.08,0.169166667,41,0.004126
6,SCMA,10:10:00,10.17,0.016916667,41,0.000413
6,SCMA,10:15:00,10.25,0.642833333,41,0.015679
6,SCMA,10:20:00,10.33,1.336416667,41,0.032596
6,SCMA,10:25:00,10.42,1.590166667,41,0.038785
6,SCMA,10:30:00,10.50,1.9285,41,0.047037
6,SCMA,10:35:00,10.58,2.08075,41,0.050750
6,SCMA,10:40:00,10.67,0.812,41,0.019805
6,SCMA,10:45:00,10.75,0.338333333,41,0.008252
6,SCMA,10:50:00,10.83,0,41,0.000000
6,SCMA,10:55:00,10.92,0,41,0.000000
6,SCMA,11:00:00,11.00,0,15,0.000000
6,SCMA,11:05:00,11.08,0,15,0.000000
6,SCMA,11:10:00,11.17,0,15,0.000000
6,SCMA,11:15:00,11.25,0,15,0.000000
6,SCMA,11:20:00,11.33,0,15,0.000000
6,SCMA,11:25:00,11.42,0,15,0.000000
6,SCMA,11:30:00,11.50,0,15,0.000000
6,SCMA,11:35:00,11.58,0,15,0.000000
6,SCMA,11:40:00,11.67,0,15,0.000000
6,SCMA,11:45:00,11.75,0,15,0.000000
6,SCMA,11:50:00,11.83,0,15,0.000000
6,SCMA,11:55:00,11.92,0,15,0.000000
6,SCMA,12:00:00,12.00,0,0,0.000000
7,BYMA,0:00:00,0.00,0,0,0.000000
7,BYMA,0:05:00,0.08,0,0,0.000000
7,BYMA,0:10:00,0.17,0,0,0.000000
7,BYMA,0:15:00,0.25,0,0,0.000000
7,BYMA,0:20:00,0.33,0,0,0.000000
7,BYMA,0:25:00,0.42,0,0,0.000000
7,BYMA,0:30:00,0.50,1.40625,79,0.017801
7,BYMA,0:35:00,0.58,3.375,79,0.042722
7,BYMA,0:40:00,0.67,6.9375,79,0.087816
7,BYMA,0:45:00,0.75,9.65625,79,0.122231
7,BYMA,0:50:00,0.83,11.90625,79,0.150712
7,BYMA,0:55:00,0.92,16.35,79,0.206962
7,BYMA,1:00:00,1.00,12,79,0.151899
7,BYMA,1:05:00,1.08,11.8125,79,0.149525
7,BYMA,1:10:00,1.17,9.65625,79,0.122231
7,BYMA,1:15:00,1.25,10.5,79,0.132911
7,BYMA,1:20:00,1.33,7.6875,79,0.097310
7,BYMA,1:25:00,1.42,6.1875,79,0.078323
7,BYMA,1:30:00,1.50,5.34375,79,0.067642
7,BYMA,1:35:00,1.58,5.34375,79,0.067642
7,BYMA,1:40:00,1.67,3.46875,79,0.043908
7,BYMA,1:45:00,1.75,2.53125,79,0.032041
7,BYMA,1:50:00,1.83,0.09375,79,0.001187
7,BYMA,1:55:00,1.92,0.46875,79,0.005934
7,BYMA,2:00:00,2.00,0.09375,79,0.001187
7,BYMA,2:05:00,2.08,0.09375,79,0.001187
7,BYMA,2:10:00,2.17,0,79,0.000000
7,BYMA,2:15:00,2.25,0,79,0.000000
7,BYMA,2:20:00,2.33,0,79,0.000000
7,BYMA,2:25:00,2.42,0,79,0.000000
7,BYMA,2:30:00,2.50,0,29,0.000000
7,BYMA,2:35:00,2.58,0,29,0.000000
7,BYMA,2:40:00,2.67,0,29,0.000000
7,BYMA,2:45:00,2.75,0,29,0.000000
7,BYMA,2:50:00,2.83,0,29,0.000000
7,BYMA,2:55:00,2.92,0,29,0.000000
7,BYMA,3:00:00,3.00,0.0375,27,0.001389
7,BYMA,3:05:00,3.08,0.1875,27,0.006944
7,BYMA,3:10:00,3.17,0.05625,27,0.002083
7,BYMA,3:15:00,3.25,0,27,0.000000
7,BYMA,3:20:00,3.33,0,27,0.000000
7,BYMA,3:25:00,3.42,0,27,0.000000
7,BYMA,3:30:00,3.50,0,27,0.000000
7,BYMA,3:35:00,3.58,0,27,0.000000
7,BYMA,3:40:00,3.67,0,27,0.000000
7,BYMA,3:45:00,3.75,0,27,0.000000
7,BYMA,3:50:00,3.83,0,27,0.000000
7,BYMA,3:55:00,3.92,0,27,0.000000
7,BYMA,4:00:00,4.00,0,27,0.000000
7,BYMA,4:05:00,4.08,0,27,0.000000
7,BYMA,4:10:00,4.17,0,27,0.000000
7,BYMA,4:15:00,4.25,0,27,0.000000
7,BYMA,4:20:00,4.33,0,27,0.000000
7,BYMA,4:25:00,4.42,0,27,0.000000
7,BYMA,4:30:00,4.50,0.28125,56,0.005022
7,BYMA,4:35:00,4.58,0.05625,56,0.001004
7,BYMA,4:40:00,4.67,0.24375,56,0.004353
7,BYMA,4:45:00,4.75,0.7125,56,0.012723
7,BYMA,4:50:00,4.83,0.20625,56,0.003683
7,BYMA,4:55:00,4.92,0.15,56,0.002679
7,BYMA,5:00:00,5.00,0,56,0.000000
7,BYMA,5:05:00,5.08,0,56,0.000000
7,BYMA,5:10:00,5.17,0,56,0.000000
7,BYMA,5:15:00,5.25,0,56,0.000000
7,BYMA,5:20:00,5.33,0,56,0.000000
7,BYMA,5:25:00,5.42,0,56,0.000000
7,BYMA,5:30:00,5.50,0,56,0.000000
7,BYMA,5:35:00,5.58,1.21875,56,0.021763
7,BYMA,5:40:00,5.67,0,56,0.000000
7,BYMA,5:45:00,5.75,0.80625,56,0.014397
7,BYMA,5:50:00,5.83,1.21875,56,0.021763
7,BYMA,5:55:00,5.92,1.81875,56,0.032478
7,BYMA,6:00:00,6.00,1.85625,56,0.033147
7,BYMA,6:05:00,6.08,1.0125,56,0.018080
7,BYMA,6:10:00,6.17,0.825,56,0.014732
7,BYMA,6:15:00,6.25,0.3,56,0.005357
7,BYMA,6:20:00,6.33,0.13125,56,0.002344
7,BYMA,6:25:00,6.42,0,56,0.000000
7,BYMA,6:30:00,6.50,0,56,0.000000
7,BYMA,6:35:00,6.58,0.45,56,0.008036
7,BYMA,6:40:00,6.67,0.7875,56,0.014063
7,BYMA,6:45:00,6.75,0.7875,56,0.014063
7,BYMA,6:50:00,6.83,0.01875,56,0.000335
7,BYMA,6:55:00,6.92,0.16875,56,0.003013
7,BYMA,7:00:00,7.00,1.10625,56,0.019754
7,BYMA,7:05:00,7.08,1.18125,56,0.021094
7,BYMA,7:10:00,7.17,1.18125,56,0.021094
7,BYMA,7:15:00,7.25,0.13125,56,0.002344
7,BYMA,7:20:00,7.33,1.275,56,0.022768
7,BYMA,7:25:00,7.42,1.3875,56,0.024777
7,BYMA,7:30:00,7.50,1.33125,56,0.023772
7,BYMA,7:35:00,7.58,0.58125,56,0.010379
7,BYMA,7:40:00,7.67,0.76875,56,0.013728
7,BYMA,7:45:00,7.75,0.45,56,0.008036
7,BYMA,7:50:00,7.83,0.4875,56,0.008705
7,BYMA,7:55:00,7.92,0.2625,56,0.004687
7,BYMA,8:00:00,8.00,0.05625,55,0.001023
7,BYMA,8:05:00,8.08,0,55,0.000000
7,BYMA,8:10:00,8.17,0.15,55,0.002727
7,BYMA,8:15:00,8.25,0.15,55,0.002727
7,BYMA,8:20:00,8.33,0.24375,55,0.004432
7,BYMA,8:25:00,8.42,0.75,55,0.013636
7,BYMA,8:30:00,8.50,0.69375,55,0.012614
7,BYMA,8:35:00,8.58,1.10625,55,0.020114
7,BYMA,8:40:00,8.67,0.4125,55,0.007500
7,BYMA,8:45:00,8.75,0.2625,55,0.004773
7,BYMA,8:50:00,8.83,0.01875,55,0.000341
7,BYMA,8:55:00,8.92,0,55,0.000000
7,BYMA,9:00:00,9.00,0.1125,55,0.002045
7,BYMA,9:05:00,9.08,0.1125,55,0.002045
7,BYMA,9:10:00,9.17,0.1875,55,0.003409
7,BYMA,9:15:00,9.25,0.43125,55,0.007841
7,BYMA,9:20:00,9.33,0.4125,55,0.007500
7,BYMA,9:25:00,9.42,0.525,55,0.009545
7,BYMA,9:30:00,9.50,0.525,41,0.012805
7,BYMA,9:35:00,9.58,0.375,41,0.009146
7,BYMA,9:40:00,9.67,0.5625,41,0.013720
7,BYMA,9:45:00,9.75,0.15,41,0.003659
7,BYMA,9:50:00,9.83,0.01875,41,0.000457
7,BYMA,9:55:00,9.92,0.09375,41,0.002287
7,BYMA,10:00:00,10.00,0,41,0.000000
7,BYMA,10:05:00,10.08,0,41,0.000000
7,BYMA,10:10:00,10.17,0.1875,41,0.004573
7,BYMA,10:15:00,10.25,0.09375,41,0.002287
7,BYMA,10:20:00,10.33,0.15,41,0.003659
7,BYMA,10:25:00,10.42,0.0375,41,0.000915
7,BYMA,10:30:00,10.50,0.075,41,0.001829
7,BYMA,10:35:00,10.58,0,41,0.000000
7,BYMA,10:40:00,10.67,0,41,0.000000
7,BYMA,10:45:00,10.75,0.09375,41,0.002287
7,BYMA,10:50:00,10.83,0,41,0.000000
7,BYMA,10:55:00,10.92,0.75,41,0.018293
7,BYMA,11:00:00,11.00,0.5625,15,0.037500
7,BYMA,11:05:00,11.08,0,15,0.000000
7,BYMA,11:10:00,11.17,0,15,0.000000
7,BYMA,11:15:00,11.25,0,15,0.000000
7,BYMA,11:20:00,11.33,0,15,0.000000
7,BYMA,11:25:00,11.42,0,15,0.000000
7,BYMA,11:30:00,11.50,0,15,0.000000
7,BYMA,11:35:00,11.58,0,15,0.000000
7,BYMA,11:40:00,11.67,0,15,0.000000
7,BYMA,11:45:00,11.75,0,15,0.000000
7,BYMA,11:50:00,11.83,0,15,0.000000
7,BYMA,11:55:00,11.92,0,15,0.000000
7,BYMA,12:00:00,12.00,0,0,0.000000
8,WEPA,0:00:00,0.00,0,0,0.000000
8,WEPA,0:05:00,0.08,0,0,0.000000
8,WEPA,0:10:00,0.17,0,0,0.000000
8,WEPA,0:15:00,0.25,0,0,0.000000
8,WEPA,0:20:00,0.33,0,0,0.000000
8,WEPA,0:25:00,0.42,0,0,0.000000
8,WEPA,0:30:00,0.50,0.0785,79,0.000994
8,WEPA,0:35:00,0.58,5.324916667,79,0.067404
8,WEPA,0:40:00,0.67,6.266916667,79,0.079328
8,WEPA,0:45:00,0.75,10.68908333,79,0.135305
8,WEPA,0:50:00,0.83,8.59575,79,0.108807
8,WEPA,0:55:00,0.92,9.877916667,79,0.125037
8,WEPA,1:00:00,1.00,10.63151667,79,0.134576
